Hastane,Toplantı No,Toplantı Tarihi,Alınan Kararlar,İlgii Kategori,Sorumlu,Mevcut Durum,Termin,Tamamlanma Tarihi,Sonuç / Açıklama / Değerlendirme,Öncelik Seviyesi
VM MP Bursa,2026-02,2/27/26,"Elektrik priz ve anahtarlarının bazı noktalarda yerlerinden çıkmış veya gevşemiş durumda olmasının, elektriksel riskler ve olası iş kazaları açısından tehlike oluşturabileceği değerlendirilmiştir. Kurum genelinde saha gezisi yapılarak elektrik priz ve anahtarlarının kontrol edilmesine, yerinden çıkmış veya hasarlı olanların tespit edilerek gerekli bakım ve onarımlarının yapılmasına karar verilmiştir.",Altyapı,Teknik Hizmetler,Tamamlandı,3/30/26,3/10/26,,Kritik
VM MP Bursa,2026-03,3/24/26,"Sterilizasyon ünitesi kirli alanda yapılan ortam ölçümlerinde yüksek gürültü seviyelerinin tespit edilmesinin, çalışanların işitme sağlığı açısından risk oluşturabileceği değerlendirilmiştir. Sterilizasyon kirli alanda çalışan personelin maruziyetini azaltmak amacıyla uygun kişisel koruyucu donanım (kulak koruyucu vb.) temin edilmesine ve kullanımının sağlanmasına karar verilmiştir.",Emniyet,Tüm Birimler,Devam Ediyor,4/30/26,,,Yüksek Riskli
VM MP Bursa,2026-03,3/24/26,"Acil durum yönlendirmelerinde eksik ve hatalı uygulamaların bulunmasının, acil durumlarda tahliye sürecini olumsuz etkileyerek çalışan ve ziyaretçi güvenliği açısından risk oluşturabileceği değerlendirilmiştir. Acil durum yönlendirme işaretlerinin saha genelinde kontrol edilmesine, eksik ve hatalı olanların tespit edilerek mevzuata uygun şekilde düzeltilmesine ve tamamlanmasına karar verilmiştir.",Acil Durum Yönetimi,Teknik Hizmetler,Devam Ediyor,5/30/26,,,Kritik
VM MP Bursa,2026-03,3/24/26,"Aşırı yağışlar sonucunda bina dilatasyon noktalarından ADP ve trafo odalarına su girişi tespit edilmesinin, elektriksel riskler ve iş sürekliliği açısından ciddi tehlike oluşturabileceği değerlendirilmiştir. Bina dilatasyon noktalarının kontrol edilmesine, su yalıtımının güçlendirilmesine ve ADP ile trafo odalarına su girişini önleyecek gerekli teknik tedbirlerin ivedilikle alınmasına karar verilmiştir.",Altyapı,Teknik Hizmetler,Devam Ediyor,4/30/26,,,Kritik
VM MP Bursa,2026-04,4/29/26,"• Elektrik panoları önünde bazı alanlarda yalıtkan paspas eksikliği bulunmasının, çalışanlar açısından elektrik çarpması riskini artırabileceği değerlendirilmiştir. Kurum genelindeki elektrik panolarının kontrol edilmesine, yalıtkan paspas eksikliği bulunan alanların tespit edilerek uygun standartlarda yalıtkan paspas temininin sağlanmasına karar verilmiştir.",Emniyet,Teknik Hizmetler,Devam Ediyor,5/30/26,,,Yüksek Riskli
VM MP Bursa,2026-04,4/29/26,"• İş kazalarının çalışanlar tarafından ilgili birim ve sorumlulara zamanında bildirilmemesinin, gerekli inceleme ve düzeltici faaliyetlerin gecikmesine neden olmasının yanı sıra, yasal süresi içerisinde yapılması gereken SGK bildirim süreçlerinde aksamalara ve kurumsal idari yaptırımlara sebebiyet verebileceği değerlendirilmiştir. İş kazalarının bildirimi konusunda çalışanların bilgilendirilmesine, farkındalık çalışmalarının artırılmasına ve meydana gelen tüm iş kazalarının ilgili prosedürlere uygun şekilde gecikmeksizin raporlanarak yasal SGK bildirim süreçlerinin zamanında yürütülmesinin sağlanmasına karar verilmiştir.",Diğer,İnsan Kaynakları,Tamamlandı,5/30/26,5/10/26,,Kritik
VM MP Bursa,2026-05,5/22/26,"• Yangın güvenliği ekipmanları ile acil durum müdahale ekipmanlarının periyodik kontrol ve bakım süreçlerinin, olası acil durumlara etkin müdahale açısından kritik öneme sahip olduğu değerlendirilmiştir. Yangın söndürme cihazları, yangın dolapları, acil aydınlatma ve yönlendirme sistemleri ile diğer acil durum ekipmanlarının periyodik kontrollerinin ilgili birimlerce gözden geçirilmesine ve tespit edilen eksikliklerin giderilmesine karar verilmiştir.",Yangın Güvenliği,Teknik Hizmetler,Devam Ediyor,,,,Kritik
VM MP Bursa,2026-05,5/22/26,"• Çalışma alanlarında düzen, temizlik ve ergonomi kurallarına uyumun, iş kazalarının ve meslek hastalıklarının önlenmesi açısından önem arz ettiği değerlendirilmiştir. Kurum genelinde çalışma alanlarının düzenli olarak denetlenmesine, uygunsuzlukların ilgili birimlere bildirilmesine ve çalışanların iş sağlığı ve güvenliği farkındalığının artırılmasına yönelik bilgilendirme faaliyetlerinin sürdürülmesine karar verilmiştir.",Diğer,Tüm Birimler,Devam Ediyor,,,,Kritik
VM MP Bursa,2026-06,6/26/26,"• Yaz mevsimi ile birlikte artan ortam sıcaklıklarının, özellikle teknik alanlar, elektrik odaları, mekanik sistemler ve ekipmanların bulunduğu mahallerde aşırı ısınma, ekipman arızaları, yangın riski ve çalışanlar açısından sağlık ve güvenlik risklerini artırabileceği değerlendirilmiştir. Yaz döneminde teknik alanlarda sıcaklığa bağlı oluşabilecek risklerin düzenli olarak takip edilmesine, gerekli ölçüm ve kontrollerin yapılmasına, havalandırma ve soğutma sistemlerinin etkinliğinin gözden geçirilmesine ve tespit edilen uygunsuzluklara yönelik gerekli önlemlerin alınmasına karar verilmiştir.",Yangın Güvenliği,Teknik Hizmetler,Devam Ediyor,,,,Kritik
VM MP Bursa,2026-06,6/26/26,"• UPS sisteminde meydana gelen arıza sonucu görüntüleme alanlarının enerji beslemesinin kesintiye uğramasının, kritik sağlık hizmetlerinin sürekliliğini etkilemesinin yanı sıra, UPS sistemlerinde meydana gelebilecek elektriksel arızaların aşırı ısınma, kısa devre ve yangın riski açısından da önemli bir tehlike oluşturabileceği değerlendirilmiştir. UPS sistemlerinin periyodik bakım, kontrol ve performans testlerinin gözden geçirilmesine, olası yangın risklerine karşı gerekli teknik ve önleyici tedbirlerin alınmasına, arıza nedenlerinin detaylı olarak incelenmesine ve kritik alanların enerji sürekliliğinin sağlanmasına yönelik iyileştirici çalışmaların yapılmasına karar verilmiştir.",Altyapı,Teknik Hizmetler,Devam Ediyor,,,,Kritik
İSÜ GOP,2026-01,1/30/26,A Bloktan Düşen Dış Cephe Seramik kaplamalarının yerine seramik kaplamaların takılarak bakım ve kontrollerinin yapılması kararı verilmiştir.,Diğer,Tüm Birimler,Devam Ediyor,7/31/26,,,Riskli
İSÜ GOP,2026-01,1/30/26,"Acil çıkış yolu, yangın merdivenindeki aydınlatma armatürlerinin kırık olanlarının yenisiyle değiştirilmesine karar verilmiştir.",Acil Durum Yönetimi,Tüm Birimler,Tamamlandı,6/30/26,,,Kritik
İSÜ GOP,2026-01,1/30/26,Günübirlik müşahade ve kemoterapi salonunda bulunan dolapların sabitlenmesi kararı alınmıştır.,Acil Durum Yönetimi,Tüm Birimler,Devam Ediyor,7/31/26,,,Kritik
İSÜ GOP,2026-01,1/30/26,Periyodik sağlık muayenelerinin yapılmaya devam edilmesi kararı alınmıştır.,Diğer,Tüm Birimler,Devam Ediyor,7/31/26,,,Yüksek Riskli
İSÜ GOP,2026-01,1/30/26,Periyodik Temel İSG Eğitimlerinin planlanarak verilmesi kararı alınmıştır.,Diğer,Tüm Birimler,Devam Ediyor,7/31/26,,,Yüksek Riskli
İSÜ GOP,2026-01,1/30/26,136 mahal için ortam denetleme modülü yaptırılmasına karar verilmiştir.,Acil Durum Yönetimi,Tüm Birimler,Devam Ediyor,7/31/26,,,Kritik
İSÜ GOP,2026-01,1/30/26,Yemekhane ve Kafeteryada bulunan gaz dedektörlerinin 2 yılda bir yenilenme süresi geldiği için yenilenmesine karar verilmiştir.,Acil Durum Yönetimi,Tüm Birimler,Tamamlandı,6/30/26,,,Kritik
İSÜ GOP,2026-01,1/30/26,Çatıda bulunan teknik alanlar ve tabela alanlarına çıkılan merdivenler ile otopark giriş rampasında bulunan teknik mahale çıkan merdivenin standartlara uygun şekilde yaptırılmasına karar verilmiştir. Ayrıca çatı katında bulunan tabela alanlarına kedi yolu yaptırılmasına karar verilmiştir.,Güvenlik,Tüm Birimler,Devam Ediyor,7/31/26,,,Düşük
İSÜ GOP,2026-01,1/30/26,Çok tehlikeli sınıfta yer alan işyerlerinde her 10 çalışana kadar 1 ilkyardımcı bulundurulması zorunluluğu gereği 90 personele temel ilkyardımcı belgesi aldırılması sağlanmalıdır.,Acil Durum Yönetimi,Tüm Birimler,Devam Ediyor,7/31/26,,,Kritik
İSÜ GOP,2026-01,1/30/26,UPS alanında sıhhi tesisat hatları bulunmaktadır. Su sızıntısı durumunda sızan suyun aküler ile teması sonucu yangın riski bulunmaktadır. Bulunan tesisat hatlarının yetkili kurum/kişiler tarafından alandan kaldırılması taşınması kararı alınmıştır.,Yangın Güvenliği,Tüm Birimler,Devam Ediyor,7/31/26,,,Kritik
İSÜ GOP,2026-01,1/30/26,2. Bodrum katta bulunan atık alanının yanıcı olmayan malzemeyle etrafının kapatılarak yetkisiz girişlerin engellenmesi kararı alınmıştır.,Çevre Yönetimi,Tüm Birimler,Devam Ediyor,7/31/26,,,Düşük
İSÜ GOP,2026-01,1/30/26,Jeneratör yakıt tankı kapasitesinin 1/3 alacak şekilde havuzlama yapılması kararı alınmıştır.,Emniyet,Tüm Birimler,Devam Ediyor,7/31/26,,,Düşük
İSÜ GOP,2026-01,1/30/26,Hastane geneli 35 adet yangın kompartımanı perdesini CE belgeli ve en az Eİ 60 veya EW 240 olacak şekilde yapılması kararı alınmıştır.,Yangın Güvenliği,Tüm Birimler,Tamamlandı,1/30/26,,,Kritik
İSÜ GOP,2026-01,1/30/26,Mutfak alanında aydınlatma kapakları ve tavan kaplamalarında sarkmalar olması kaynaklı alanda gerekli uygun teknik önlemlerin yetkili kişilerce alınması tüm tavan ve aydınlatma bileşenlerinin kontrolü kararı alınmıştır.,Güvenlik,Tüm Birimler,Devam Ediyor,7/31/26,,,Riskli
İSÜ GOP,2026-01,1/30/26,2026 Yılı Hastane Afet ve Acil Durum Planı hazırlanmıştır.,Acil Durum Yönetimi,Tüm Birimler,Tamamlandı,1/30/26,,,Kritik
İSÜ GOP,2026-01,1/30/26,2025 Yılı İSG Yıllık Değerlendirme raporu sunumu yapılmıştır.,Diğer,Tüm Birimler,Tamamlandı,1/30/26,,,Orta
İSÜ GOP,2026-01,1/30/26,2026 Yılı İSG Çalışma ve Eğitim Planı hazırlanmıştır.,Diğer,Tüm Birimler,Tamamlandı,1/30/26,,,Orta
İSÜ GOP,2026-01,1/30/26,Acil bölümü araç giriş çıkış alanının kemer yüksekliğinden kaynaklı merdivenli itfaiye araçlarının bu alanda yaşanacak her hangi bir yangın esnasında içeri giremeyeceği tespit edilmiştir. Binamızın yapısal risklerinden biri olan bu durum için itfaiyeden yangın müdahale planı yaptırılması kararı alınmıştır.,Yangın Güvenliği,Tüm Birimler,Devam Ediyor,7/31/26,,,Kritik
İSÜ GOP,2026-01,1/30/26,Asansör sistemlerinin deprem sensörlerine entegre edilmesi kararı alınmıştır.,Acil Durum Yönetimi,Tüm Birimler,Devam Ediyor,7/31/26,,,Kritik
İSÜ GOP,2026-01,1/30/26,Kimyasalların güvenli bir şekilde saklanması ve olası kazaların önlenmesi için 5 adet EN 14770-1 standardında kimyasal madde dolabı alınması kararı alınmıştır.,Çevre Yönetimi,Tüm Birimler,Tamamlandı,2/28/26,,,Kritik
İSÜ GOP,2026-01,1/30/26,Radyoloji alanında FM200 söndürme sisteminin bulunduğu alanın tavanındaki açıklıkların ivedilikle kapatılması kararı alınmıştır.,Yangın Güvenliği,Tüm Birimler,Tamamlandı,2/28/26,,,Kritik
İSÜ GOP,2026-01,1/30/26,Yaşanan iş kazaları görüşülmüştür.,Diğer,Tüm Birimler,Tamamlandı,1/30/26,,,Kritik
İSÜ GOP,2026-01,1/30/26,"Yemekhane, kafeterya mutfak alanında bulunan Davlumbaz otomatik söndürme sisteminde nozzle eksiklikleirnin ivedilikle tamamlanması kararı alınmıştır.",Yangın Güvenliği,Tüm Birimler,Devam Ediyor,7/31/26,,,Kritik
İSÜ GOP,2026-02,2/27/26,Asansör muayene raporunda tespit edilen eksikliklerin/uygunsuzlukların ivedilikle giderilmesi kararı alınmıştır.,Diğer,Tüm Birimler,Devam Ediyor,7/31/26,,,Yüksek Riskli
İSÜ GOP,2026-03,3/27/26,A Blok zemin kat ana giriş yanına bir adet daha acil çıkış yapılması kararı alındı.,Acil Durum Yönetimi,Tüm Birimler,Tamamlandı,4/27/26,,,Kritik
İSÜ GOP,2026-03,3/27/26,"3.Bodrum kat tek yön kaçış mesafesi yetersiz (47m), bir çıkış daha yapılması kararı alındı.",Acil Durum Yönetimi,Tüm Birimler,Tamamlandı,4/27/26,,,Kritik
İSÜ GOP,2026-03,3/27/26,Otomatik yağmurlama sistemi (sprinkler) olmayan alanlara sprinkler sistemi kuyulacak.(Zayıf akım odaları ve diğer sprinkler olmayan alanlar),Yangın Güvenliği,Tüm Birimler,Tamamlandı,4/27/26,,,Kritik
İSÜ GOP,2026-03,3/27/26,Kafeteryadan yangın merdivenine geçişte yangın holü yapılacak veya alana hekim lounge bölümünden 2.Acil Çıkış düzenlenecek.,Acil Durum Yönetimi,Tüm Birimler,Tamamlandı,4/27/26,,,Kritik
İSÜ GOP,2026-03,3/27/26,2.Bodrum Radyasyon Onkolojisi bölümündeki kilitli kapıya panik bar takılarak acil çıkış kapısı olarak aktif edilecek ve yönlendirme işaretleri konumlandırılacak.,Acil Durum Yönetimi,Tüm Birimler,Devam Ediyor,7/31/26,,,Kritik
İSÜ GOP,2026-03,3/27/26,Sokağa açılan tüm son çıkış kapıları açık olacak güvenlik sebebiyle kilitli kalması gerekiyorsa manyetik sistem ile yangın senaryosuna entegre edilecek.,Acil Durum Yönetimi,Tüm Birimler,Tamamlandı,4/27/26,,,Kritik
İSÜ GOP,2026-03,3/27/26,4. ve 5. Bodrumda geçici depo alanı yapılan alanların acil çıkış kapıları açılacak.,Acil Durum Yönetimi,Tüm Birimler,Tamamlandı,4/27/26,,,Kritik
İSÜ GOP,2026-03,3/27/26,2. Bodrum Medical Gaz tüplerinin olduğu bölüm hastane dışına taşınması kararı alındı.,Güvenlik,Tüm Birimler,Tamamlandı,4/27/26,,,Kritik
İSÜ GOP,2026-03,3/27/26,A Blok zemin kat 1.yangın merdiveninden dışarı açılan son çıkış cam kapıya panik bar takılacak. Son çıkış kapıları açık olacak güvenlik sebebiyle kilitli kalması gerekiyorsa manyetik sistem ile yangın senaryosuna entegre edilecek.,Acil Durum Yönetimi,Tüm Birimler,Tamamlandı,4/27/26,,,Kritik
İSÜ GOP,2026-05,4/27/26,Yaşanan iş kazaları görüşülmüştür.,Diğer,Tüm Birimler,Tamamlandı,4/27/26,,,Kritik
İSÜ GOP,2026-04,4/27/26,Yangın Tahliye Planının revize edilecek.,Acil Durum Yönetimi,Tüm Birimler,Devam Ediyor,7/31/26,,,Kritik
İSÜ GOP,2026-04,4/27/26,"Zemin Kat, 1.Kat, 2.Kat, 3.Kat A-B-C-D Bloklarının birleştiği katlara Yangın Kompartımanı yapılması kararı alınmıştır.",Yangın Güvenliği,Tüm Birimler,Devam Ediyor,7/31/26,,,Kritik
İSÜ GOP,2026-04,4/27/26,Yemekhane mutfak bölümündeki ocakların bulunduğu alanın giriş ve çıkışın yangın kapısı yapılması kararı alınmıştır.,Yangın Güvenliği,Tüm Birimler,Devam Ediyor,7/31/26,,,Kritik
İSÜ GOP,2026-04,4/27/26,C Blok -2.Kat Morg ile Kemoterapi arasında bulunan kilitli kapı açılarak yangın merdivenine kaçış yönlendirme işaretleri konumlandırılması kararı alınmıştır.,Acil Durum Yönetimi,Tüm Birimler,Tamamlandı,6/30/26,,,Kritik
İSÜ GOP,2026-04,4/27/26,Satın Alma Depo alanındaki raflara YOTA kapsamında sabitleme aparatları alınarak sabitleme işlemi yapıldı.,Emniyet,Tüm Birimler,Tamamlandı,5/2/26,,,Düşük
İSÜ GOP,2026-05,5/27/26,Yaşanan iş kazaları görüşülmüştür.,Diğer,Tüm Birimler,Tamamlandı,5/27/26,,,Kritik
İSÜ GOP,2026-06,6/30/26,Medical gaz odası girişinde düşmüş olan uyarı levhalarının yeniden monte edilmesine / yenilenmesine karar verilmiştir.,Güvenlik,Tüm Birimler,Tamamlandı,6/30/26,,,Yüksek Riskli
İSÜ GOP,2026-06,6/30/26,Otomatik Acil Çıkış kapılarının zorlanarak açılmasını önlemek amacıyla bilgilendirici uyarı levhaların asılmasına karar verilmiştir.,Güvenlik,Tüm Birimler,Tamamlandı,6/30/26,,,Kritik
İSÜ Tıp Fakültesi,2026-01,1/23/26,"İSTİNYE ÜNİVERSİTESİ TIP FAKÜLTESİ SÜRECİ 13 KASIM 2025 TARİHİ İTİBARİ İLE BAŞLANDIĞI VE YENİ KURUL ÜYELERİYLE 2026 ÇALIŞMALARININ NELER OLACAĞI HAKKINDA BİLGİ VERİLEREK, HASTANELERİN İŞ SAĞLIĞI VE GÜVENLİĞİ KURULLARINA YÖNELİK ÇALIŞMALAR ANLATILDI. GÖREV TANIMLARI KENDİLERİNE OKUNDU. HASTANELERİN İŞ SAĞLIĞI VE GÜVENLİĞİ KURULLARI ÜYELERİNE YÖNELİK BİLGİLENDİRME TAAHHÜTNAMESİ İMZALATILMASINA KARAR VERİLDİ.",Diğer,Tüm Birimler,Tamamlandı,2/10/26,2/10/26,Kurul üyeleri tarafından imzalanmış ortaklara gönderilmiştir.,Orta
İSÜ Tıp Fakültesi,2026-01,1/23/26,İŞ KAZALARINDAKİ (KESİCİ-DELİCİ ALET YARALANMALARI) ARTIŞIN NEDENLERİ HASTA BAKIM HİZMETLERİ YÖNETİCİLERİNE BİLDİRİLEREK KNA'LARIN YAPILMASI VE BU KONUYLA İLGİLİ GEREKLİ KORUYUCU ÖNLEMLERİN ALINMASINA KARAR VERİLDİ.,Güvenlik,Tüm Birimler,Tamamlandı,2/5/26,3/23/26,Süreç ile ilgili olumsuzluklar devam etmektedir.,Kritik
İSÜ Tıp Fakültesi,2026-01,1/23/26,KAYGAN ZEMİN SEBEBİYLE YAŞANAN İŞ KAZALARI DEĞERLENDİRİLEREK ÖZELLİKLE YAĞIŞLI HAVALARDA İDARİ VE DESTEK HİZMETLER MÜDÜRLÜĞÜ TARAFINDAN GİRİŞ ALANLARININ DAHA SIKLIKLA GÖZDEN GEÇİRİLEREK ISLAK-KAYGAN ZEMİNİN TEMİZLENMESİNE KARAR VERİLD,Güvenlik,İdari İşler ve Destek Hizmetleri,Tamamlandı,Sürekli Takip,2/23/26,Yağışlı havalarda özellikle hasta ve çalışan güvenliği açısından tüm alanlarda önlemler arttırılmıştır.,Kritik
İSÜ Tıp Fakültesi,2026-01,1/23/26,"KAN VE VÜCUT SIVILARINA MARUZİYET 1 KİŞİ TARAFINDAN YAŞANMIŞ, KİŞİYE DİKKATLİ ÇALIŞMASI İLE İLGİLİ VE UYGUN KİŞİSEL KORUYUCU EKİPMAN KULLANMASI GEREKTİĞİ BİLGİSİ VERİLMİŞTİR.",Güvenlik,Hasta Bakım Hizmetleri,Tamamlandı,Sürekli Takip,2/23/26,İş kazaları Kök Neden analizleri yapılarak düzenli takipleri sağlanmaktadır. Kurul üyeleri ile veriler paylaşılmaktadır.,Düşük
İSÜ Tıp Fakültesi,2026-01,1/23/26,"SAĞLIK TARAMALARI DEĞERLENDİRİLDİĞİNDE, ÇALIŞANLARIN YILDA BİR (1) SAĞLIK TARAMALARINI YAPTIRDIĞI KURUL ÜYELERİNE BİLDİRİLDİ.",Sağlık,İnsan Kaynakları,Tamamlandı,Sürekli Takip,Yılda 1/ 6 ayda 1,İşyeri Hemşiresi tarafından periyodik kontrolleri gelenlerin yöneticilerine mail atılarak bilgilendirmeleri yapılıp takipleri kontrol edilmektedir.,Orta
İSÜ Tıp Fakültesi,2026-01,1/23/26,2026 İSG EĞİTİMLERİNİN NE ŞEKİLDE PLANLANACAĞI KONUSUNDA MERKEZ İSG DİREKTÖRLÜĞÜNDEN BİLGİ ALINMASINA VE 2026 EĞİTİMLERİNİN ŞUBAT AYI İTİBARİ İLE BAŞLANMASINA KARAR VERİLDİ.,Diğer,Tüm Birimler,Devam Ediyor,AYLIK BÖLÜM BAZLI EĞİTİM VERİLMESİ PLANLANDI,12/31/26,Şubat ayı itibari ile oryantasyon / işbaşı bölüm içi eğitimlerinede Nisan ayında başlanılmasına karar verildi.,Düşük
İSÜ Tıp Fakültesi,2026-01,1/23/26,"İSG UZMANLARI VE İŞ YERİ HEKİMLERİNİN TAM ZAMANLI ATAMALARININ YAPILMASI GEREKTİĞİ, İNSAN KAYNAKLARI MÜDÜRLÜĞÜ TARAFINDAN MERKEZE BİLDİRİLİP İSG KATİPTEN ACİLEN YAPILMASINA KARAR VERİLDİ.",Diğer,Tüm Birimler,Tamamlandı,1/23/26,1/23/26,Sözleşmeler Ortak klasöre yüklenmiştir.,Düşük
İSÜ Tıp Fakültesi,2026-01,1/23/26,"YANGIN KAPILARINDAKİ UYGUNSUZLUKLAR İÇİN AÇILMIŞ DÖF'LER 2026'YA DEVROLDUĞUNDAN, BU ÇALIŞMALARIN 3 AY İÇİNDE TAMAMLANMASINA KARAR VERİLDİ.",Yangın Güvenliği,İnsan Kaynakları,Devam Ediyor,4/30/26,,Maliyet çalışmaları devam etmektedir.,Kritik
İSÜ Tıp Fakültesi,2026-01,1/23/26,"ATIK AYRIŞTIRMA KONUSUNDA UYGUNSUZLUKLARIN SAHADA DEVAM ETTİĞİ VE AĞIRLIKLARINDA DA ARTIŞ OLDUĞU İDARİ VE DESTEK HİZMETLER MÜDÜRÜ TARAFINDAN İLETİLMİŞ, ÖZELLİKLE BU KONUDA CİDDİ YAPTIRIMLARIN OLACAĞI SÖYLENMİŞTİR. BU KONUDA TÜM ÇALIŞANLARIN BÖLÜM YÖNETİCİLERİ TARAFINDAN BİLGİLENDİRİLMESİNE KARAR VERİLDİ.",Çevre Yönetimi,Hasta Bakım Hizmetleri,Tamamlandı,2/6/26,2/6/26,Atık taşıma toplama ve gönderim sürecinde bu konuyla alakalı şikayet gelmemiştir.,Kritik
İSÜ Tıp Fakültesi,2026-01,1/23/26,"MERKEZ İSG DİREKTÖRLÜĞÜ TARAFINDAN HAZIRLANAN; İŞ SAĞLIĞI VE GÜVENLİĞİ KURALLARI TAAHHÜTNAMESİ TÜM ÇALIŞANLARIN ÖZLÜK DOSYASINA KONULMASINA, YENİ İŞE GİRENLERE DE İMZALATILIP ÖZLÜK DOSYALARINA KONULMASINA VE BİR NÜSHASININ DA ÇALIŞANLARA VERİLMESİNE KARAR VERİLDİ. ESKİ TAAHHÜTNAMELER DOSYALARDAN ÇIKARTILACAKTIR.",Diğer,Tüm Birimler,Devam Ediyor,Sürekli Takip,,İnsan kaynakları işe girişlerde çalışanlaa gerekli bilgilendirmeyi yapmaktadır.,Düşük
İSÜ Tıp Fakültesi,2026-01,1/23/26,"GÜVENLİK BİRİMİNDEN GELEN VERİLERE GÖRE, HASTANE DEVRİ SONRASI ARALIK VE OCAK AYINDA BEYAZ KOD DEĞERLENDİRMELERİ YAPILDIĞINDA ÇALIŞANLARIMIZA HERHANGİ BİR FİZİKSEL, SÖZEL VE PSİKOLOJİK ŞİDDET UYGULANMAMIŞTIR. MERKEZ İSG YÖNETİCİLERİ PROSEDÜRLERİNE GÖRE 2026 YILINDA İSG UZMANI TARAFINDAN DEĞERLENDİRME YAPILACAKTIR.",Emniyet,İnsan Kaynakları,Tamamlandı,Aylık Takipler,,Kurul üyelerine toplantılarda aylık beyaz kod ile ilgili düzenli bilgilendirme yapılmaktadır. ı,Düşük
İSÜ Tıp Fakültesi,2026-01,1/23/26,HAP PLANI 2026 ÜNİVERSİTE HASTANESİNE GÖRE REVİZE EDİLMİŞ VE İNCELEME MAKAMINA GÖNDERİLMİŞTİR.,Acil Durum Yönetimi,Tüm Birimler,Tamamlandı,1/15/26,1/20/26,HER YIL YENİ SÜRÜM VARSA / DEĞİŞEN SÖZLEŞMELER / GÖNDERİLEN ÖNERİLER DOĞRULTUSUNDA DEĞERLENDİRİLİR.,Kritik
İSÜ Tıp Fakültesi,2026-02,2/23/26,İŞ KAZALARINDAKİ (KESİCİ-DELİCİ ALET YARALANMALARI) ARTIŞIN NEDENLERİ HASTA BAKIM HİZMETLERİ YÖNETİCİLERİNE BİLDİRİLEREK KNA'LARIN YAPILMASI VE BU KONUYLA İLGİLİ GEREKLİ KORUYUCU ÖNLEMLERİN ALINMASINA KARAR VERİLDİ.,Güvenlik,İşyeri Sağlık Birimi,İptal Edildi,2/5/26,4.02.2025 (süre talep edildi. / Bir sonraki kurulda ele alınacak ),Mail atıldı geri dönüşler bekleniyor. Bölüm yöneticileri tarafından geri bildirimler yapılarak süreç kapatıldı.,Kritik
